#1 ExportDSV:(cl_@PIECES) 24-10-30 22:25:29 [ LUA ]
#2 PIECES:(	MODEL	TYPE	NAME	LINEID	POINT	ORIGIN	ANGLE	CLASS)
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube2x2xta.mdl"	"PHX Tubes Plastic"	"Tube2x2xta"	1	"NULL"	"0,0,-23.725"	"90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube2x2xta.mdl"	"PHX Tubes Plastic"	"Tube2x2xta"	2	"NULL"	"0,47.45,23.725"	"0,90,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube2x2xta.mdl"	"PHX Tubes Plastic"	"Tube2x2xta"	3	"NULL"	"0,-47.45,23.725"	"0,-90,-90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube2x2xtb.mdl"	"PHX Tubes Plastic"	"Tube2x2xtb"	1	"NULL"	"0,-23.725,0"	"0,-90,-90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube2x2xtb.mdl"	"PHX Tubes Plastic"	"Tube2x2xtb"	2	"NULL"	"0,23.725,-47.45"	"90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x025.mdl"	"PHX Tubes Plastic"	"Tube4x4x025"	1	"NULL"	"0,0, 11.8625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x025.mdl"	"PHX Tubes Plastic"	"Tube4x4x025"	2	"NULL"	"0,0,0"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x025b.mdl"	"PHX Tubes Plastic"	"Tube4x4x025b"	1	"NULL"	"0,0, 11.8625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x025b.mdl"	"PHX Tubes Plastic"	"Tube4x4x025b"	2	"NULL"	"0,0,0"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x025c.mdl"	"PHX Tubes Plastic"	"Tube4x4x025c"	1	"NULL"	"0,0, 11.8625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x025c.mdl"	"PHX Tubes Plastic"	"Tube4x4x025c"	2	"NULL"	"0,0,0"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x025d.mdl"	"PHX Tubes Plastic"	"Tube4x4x025d"	1	"NULL"	"0,0, 11.8625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x025d.mdl"	"PHX Tubes Plastic"	"Tube4x4x025d"	2	"NULL"	"0,0,0"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x05.mdl"	"PHX Tubes Plastic"	"Tube4x4x05"	1	"NULL"	"0,0, 11.8625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x05.mdl"	"PHX Tubes Plastic"	"Tube4x4x05"	2	"NULL"	"0,0,-11.8625"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x05b.mdl"	"PHX Tubes Plastic"	"Tube4x4x05b"	1	"NULL"	"0,0, 11.8625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x05b.mdl"	"PHX Tubes Plastic"	"Tube4x4x05b"	2	"NULL"	"0,0,-11.8625"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x05c.mdl"	"PHX Tubes Plastic"	"Tube4x4x05c"	1	"NULL"	"0,0, 11.8625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x05c.mdl"	"PHX Tubes Plastic"	"Tube4x4x05c"	2	"NULL"	"0,0,-11.8625"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x05d.mdl"	"PHX Tubes Plastic"	"Tube4x4x05d"	1	"NULL"	"0,0, 11.8625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x05d.mdl"	"PHX Tubes Plastic"	"Tube4x4x05d"	2	"NULL"	"0,0,-11.8625"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x1.mdl"	"PHX Tubes Plastic"	"Tube4x4x1"	1	"NULL"	"0,0, 23.726"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x1.mdl"	"PHX Tubes Plastic"	"Tube4x4x1"	2	"NULL"	"0,0,-23.726"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x16.mdl"	"PHX Tubes Plastic"	"Tube4x4x16"	1	"NULL"	"0,0, 379.6"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x16.mdl"	"PHX Tubes Plastic"	"Tube4x4x16"	2	"NULL"	"0,0,-379.6"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x16b.mdl"	"PHX Tubes Plastic"	"Tube4x4x16b"	1	"NULL"	"0,0, 379.6"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x16b.mdl"	"PHX Tubes Plastic"	"Tube4x4x16b"	2	"NULL"	"0,0,-379.6"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x16c.mdl"	"PHX Tubes Plastic"	"Tube4x4x16c"	1	"NULL"	"0,0, 379.6"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x16c.mdl"	"PHX Tubes Plastic"	"Tube4x4x16c"	2	"NULL"	"0,0,-379.6"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x16d.mdl"	"PHX Tubes Plastic"	"Tube4x4x16d"	1	"NULL"	"0,0, 379.6"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x16d.mdl"	"PHX Tubes Plastic"	"Tube4x4x16d"	2	"NULL"	"0,0,-379.6"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x1b.mdl"	"PHX Tubes Plastic"	"Tube4x4x1b"	1	"NULL"	"0,0, 23.726"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x1b.mdl"	"PHX Tubes Plastic"	"Tube4x4x1b"	2	"NULL"	"0,0,-23.726"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x1c.mdl"	"PHX Tubes Plastic"	"Tube4x4x1c"	1	"NULL"	"0,0, 23.726"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x1c.mdl"	"PHX Tubes Plastic"	"Tube4x4x1c"	2	"NULL"	"0,0,-23.726"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x1d.mdl"	"PHX Tubes Plastic"	"Tube4x4x1d"	1	"NULL"	"0,0, 23.726"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x1d.mdl"	"PHX Tubes Plastic"	"Tube4x4x1d"	2	"NULL"	"0,0,-23.726"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x1to2x2.mdl"	"PHX Tubes Plastic"	"Tube4x4x1to2x2"	1	"NULL"	"NULL"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x1to2x2.mdl"	"PHX Tubes Plastic"	"Tube4x4x1to2x2"	2	"NULL"	"0,0,-47.45"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x2.mdl"	"PHX Tubes Plastic"	"Tube4x4x2"	1	"NULL"	"0,0, 47.45"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x2.mdl"	"PHX Tubes Plastic"	"Tube4x4x2"	2	"NULL"	"0,0,-47.45"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x2b.mdl"	"PHX Tubes Plastic"	"Tube4x4x2b"	1	"NULL"	"0,0, 47.45"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x2b.mdl"	"PHX Tubes Plastic"	"Tube4x4x2b"	2	"NULL"	"0,0,-47.45"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x2c.mdl"	"PHX Tubes Plastic"	"Tube4x4x2c"	1	"NULL"	"0,0, 47.45"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x2c.mdl"	"PHX Tubes Plastic"	"Tube4x4x2c"	2	"NULL"	"0,0,-47.45"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x2d.mdl"	"PHX Tubes Plastic"	"Tube4x4x2d"	1	"NULL"	"0,0, 47.45"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x2d.mdl"	"PHX Tubes Plastic"	"Tube4x4x2d"	2	"NULL"	"0,0,-47.45"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x3.mdl"	"PHX Tubes Plastic"	"Tube4x4x3"	1	"NULL"	"0,0, 71.175"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x3.mdl"	"PHX Tubes Plastic"	"Tube4x4x3"	2	"NULL"	"0,0,-71.175"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x3b.mdl"	"PHX Tubes Plastic"	"Tube4x4x3b"	1	"NULL"	"0,0, 71.175"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x3b.mdl"	"PHX Tubes Plastic"	"Tube4x4x3b"	2	"NULL"	"0,0,-71.175"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x3c.mdl"	"PHX Tubes Plastic"	"Tube4x4x3c"	1	"NULL"	"0,0, 71.175"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x3c.mdl"	"PHX Tubes Plastic"	"Tube4x4x3c"	2	"NULL"	"0,0,-71.175"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x3d.mdl"	"PHX Tubes Plastic"	"Tube4x4x3d"	1	"NULL"	"0,0, 71.175"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x3d.mdl"	"PHX Tubes Plastic"	"Tube4x4x3d"	2	"NULL"	"0,0,-71.175"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x4.mdl"	"PHX Tubes Plastic"	"Tube4x4x4"	1	"NULL"	"0,0, 94.9"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x4.mdl"	"PHX Tubes Plastic"	"Tube4x4x4"	2	"NULL"	"0,0,-94.9"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x4b.mdl"	"PHX Tubes Plastic"	"Tube4x4x4b"	1	"NULL"	"0,0, 94.9"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x4b.mdl"	"PHX Tubes Plastic"	"Tube4x4x4b"	2	"NULL"	"0,0,-94.9"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x4c.mdl"	"PHX Tubes Plastic"	"Tube4x4x4c"	1	"NULL"	"0,0, 94.9"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x4c.mdl"	"PHX Tubes Plastic"	"Tube4x4x4c"	2	"NULL"	"0,0,-94.9"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x4d.mdl"	"PHX Tubes Plastic"	"Tube4x4x4d"	1	"NULL"	"0,0, 94.9"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x4d.mdl"	"PHX Tubes Plastic"	"Tube4x4x4d"	2	"NULL"	"0,0,-94.9"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x5.mdl"	"PHX Tubes Plastic"	"Tube4x4x5"	1	"NULL"	"0,0, 118.625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x5.mdl"	"PHX Tubes Plastic"	"Tube4x4x5"	2	"NULL"	"0,0,-118.625"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x5b.mdl"	"PHX Tubes Plastic"	"Tube4x4x5b"	1	"NULL"	"0,0, 118.625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x5b.mdl"	"PHX Tubes Plastic"	"Tube4x4x5b"	2	"NULL"	"0,0,-118.625"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x5c.mdl"	"PHX Tubes Plastic"	"Tube4x4x5c"	1	"NULL"	"0,0, 118.625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x5c.mdl"	"PHX Tubes Plastic"	"Tube4x4x5c"	2	"NULL"	"0,0,-118.625"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x5d.mdl"	"PHX Tubes Plastic"	"Tube4x4x5d"	1	"NULL"	"0,0, 118.625"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x5d.mdl"	"PHX Tubes Plastic"	"Tube4x4x5d"	2	"NULL"	"0,0,-118.625"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x6.mdl"	"PHX Tubes Plastic"	"Tube4x4x6"	1	"NULL"	"0,0, 142.35"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x6.mdl"	"PHX Tubes Plastic"	"Tube4x4x6"	2	"NULL"	"0,0,-142.35"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x6b.mdl"	"PHX Tubes Plastic"	"Tube4x4x6b"	1	"NULL"	"0,0, 142.35"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x6b.mdl"	"PHX Tubes Plastic"	"Tube4x4x6b"	2	"NULL"	"0,0,-142.35"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x6c.mdl"	"PHX Tubes Plastic"	"Tube4x4x6c"	1	"NULL"	"0,0, 142.35"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x6c.mdl"	"PHX Tubes Plastic"	"Tube4x4x6c"	2	"NULL"	"0,0,-142.35"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x6d.mdl"	"PHX Tubes Plastic"	"Tube4x4x6d"	1	"NULL"	"0,0, 142.35"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x6d.mdl"	"PHX Tubes Plastic"	"Tube4x4x6d"	2	"NULL"	"0,0,-142.35"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x8.mdl"	"PHX Tubes Plastic"	"Tube4x4x8"	1	"NULL"	"0,0, 189.8"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x8.mdl"	"PHX Tubes Plastic"	"Tube4x4x8"	2	"NULL"	"0,0,-189.8"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x8b.mdl"	"PHX Tubes Plastic"	"Tube4x4x8b"	1	"NULL"	"0,0, 189.8"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x8b.mdl"	"PHX Tubes Plastic"	"Tube4x4x8b"	2	"NULL"	"0,0,-189.8"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x8c.mdl"	"PHX Tubes Plastic"	"Tube4x4x8c"	1	"NULL"	"0,0, 189.8"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x8c.mdl"	"PHX Tubes Plastic"	"Tube4x4x8c"	2	"NULL"	"0,0,-189.8"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x8d.mdl"	"PHX Tubes Plastic"	"Tube4x4x8d"	1	"NULL"	"0,0, 189.8"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tube4x4x8d.mdl"	"PHX Tubes Plastic"	"Tube4x4x8d"	2	"NULL"	"0,0,-189.8"	" 90,0, 0 "	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend1x1x90.mdl"	"PHX Tubes Plastic"	"Tubebend1x1x90"	1	"NULL"	"NULL"	"90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend1x1x90.mdl"	"PHX Tubes Plastic"	"Tubebend1x1x90"	2	"NULL"	"0,23.725,23.725"	"0,90,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend1x2x90.mdl"	"PHX Tubes Plastic"	"Tubebend1x2x90"	1	"NULL"	"NULL"	"90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend1x2x90.mdl"	"PHX Tubes Plastic"	"Tubebend1x2x90"	2	"NULL"	"0,47.45,47.45"	"0,90,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend1x2x90a.mdl"	"PHX Tubes Plastic"	"Tubebend1x2x90a"	1	"NULL"	"NULL"	"90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend1x2x90a.mdl"	"PHX Tubes Plastic"	"Tubebend1x2x90a"	2	"NULL"	"0,47.45,47.45"	"0,90,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend1x2x90b.mdl"	"PHX Tubes Plastic"	"Tubebend1x2x90b"	1	"NULL"	"-47.45,0,47.45"	"0,-180,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend1x2x90b.mdl"	"PHX Tubes Plastic"	"Tubebend1x2x90b"	2	"NULL"	"NULL"	"90,-90,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend2x2x90.mdl"	"PHX Tubes Plastic"	"Tubebend2x2x90"	1	"NULL"	"NULL"	"90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend2x2x90.mdl"	"PHX Tubes Plastic"	"Tubebend2x2x90"	2	"NULL"	"0,47.45,47.45"	"0,90,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend2x2x90outer.mdl"	"PHX Tubes Plastic"	"Tubebend2x2x90outer"	1	"NULL"	"NULL"	"90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend2x2x90outer.mdl"	"PHX Tubes Plastic"	"Tubebend2x2x90outer"	2	"NULL"	"0,47.45,47.45"	"0,90,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend2x2x90square.mdl"	"PHX Tubes Plastic"	"Tubebend2x2x90square"	1	"NULL"	"0,0,-47.451"	"90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend2x2x90square.mdl"	"PHX Tubes Plastic"	"Tubebend2x2x90square"	2	"NULL"	"0,47.417,0"	"0,90,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend4x4x90.mdl"	"PHX Tubes Plastic"	"Tubebend4x4x90"	1	"NULL"	"0, 94.9,0"	"0,90,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebend4x4x90.mdl"	"PHX Tubes Plastic"	"Tubebend4x4x90"	2	"NULL"	"0,0,-94.9"	"90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebendinsidesquare.mdl"	"PHX Tubes Plastic"	"Tubebendinsidesquare"	1	"NULL"	"0,0,23.725"	"-90,90,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebendinsidesquare.mdl"	"PHX Tubes Plastic"	"Tubebendinsidesquare"	2	"NULL"	"-47.45,0,-23.724"	"0,-180,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebendinsidesquare2.mdl"	"PHX Tubes Plastic"	"Tubebendinsidesquare2"	1	"NULL"	"0,0,23.725"	"-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebendinsidesquare2.mdl"	"PHX Tubes Plastic"	"Tubebendinsidesquare2"	2	"NULL"	"0,-47.45,-23.724"	"0,-90,-90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebendoutsidesquare.mdl"	"PHX Tubes Plastic"	"Tubebendoutsidesquare"	1	"0,0,47.45"	"NULL"	"0,90,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebendoutsidesquare.mdl"	"PHX Tubes Plastic"	"Tubebendoutsidesquare"	2	"0,-47.45,0"	"NULL"	"90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebendoutsidesquare2.mdl"	"PHX Tubes Plastic"	"Tubebendoutsidesquare2"	1	"0,0,47.45"	"NULL"	"0,90,90"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/tubebendoutsidesquare2.mdl"	"PHX Tubes Plastic"	"Tubebendoutsidesquare2"	2	"0,-47.45,0"	"NULL"	"90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj01.mdl"	"Plarail"	"AJ-01 Station"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj01.mdl"	"Plarail"	"AJ-01 Station"	2	"NULL"	"!2"	"!2"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj01_2.mdl"	"Plarail"	"AJ-01 2 Station"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj01_2.mdl"	"Plarail"	"AJ-01 2 Station"	2	"NULL"	"!2"	"!2"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj02.mdl"	"Plarail"	"AJ-02 Support"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj02.mdl"	"Plarail"	"AJ-02 Support"	2	"NULL"	"!2"	"!2"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj03.mdl"	"Plarail"	"AJ-03"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj03.mdl"	"Plarail"	"AJ-03"	2	"NULL"	"!2"	"!2"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj03.mdl"	"Plarail"	"AJ-03"	3	"NULL"	"!3"	"!3"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj03_bridge.mdl"	"Plarail"	"AJ-03 Bridge"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj03_top.mdl"	"Plarail"	"AJ-03 Top"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj04.mdl"	"Plarail"	"AJ-04 Track Bridge"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/aj04.mdl"	"Plarail"	"AJ-04 Track Bridge"	2	"NULL"	"!2"	"!2"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j14_grey.mdl"	"Plarail"	"J-14 Grey"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j14_grey.mdl"	"Plarail"	"J-14 Grey"	2	"NULL"	"!2"	"!2"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j14_yellow.mdl"	"Plarail"	"J-14 Yellow"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j14_yellow.mdl"	"Plarail"	"J-14 Yellow"	2	"NULL"	"!2"	"!2"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j15_grey.mdl"	"Plarail"	"J-15 Grey"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j15_grey.mdl"	"Plarail"	"J-15 Grey"	2	"NULL"	"!2"	"!2"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j15_yellow.mdl"	"Plarail"	"J-15 Yellow"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j15_yellow.mdl"	"Plarail"	"J-15 Yellow"	2	"NULL"	"!2"	"!2"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j22_grey.mdl"	"Plarail"	"J-22 Grey"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j22_grey.mdl"	"Plarail"	"J-22 Grey"	2	"NULL"	"!2"	"!2"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j22_grey.mdl"	"Plarail"	"J-22 Grey"	3	"NULL"	"!3"	"!3"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j22_grey.mdl"	"Plarail"	"J-22 Grey"	4	"NULL"	"!4"	"!4"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j22_yellow.mdl"	"Plarail"	"J-22 Yellow"	1	"NULL"	"!1"	"!1"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j22_yellow.mdl"	"Plarail"	"J-22 Yellow"	2	"NULL"	"!2"	"!2"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j22_yellow.mdl"	"Plarail"	"J-22 Yellow"	3	"NULL"	"!3"	"!3"	"NULL"
TRACKASSEMBLY_PIECES	"models/ron/plarail/scenery/j22_yellow.mdl"	"Plarail"	"J-22 Yellow"	4	"NULL"	"!4"	"!4"	"NULL"
