# ExportDSV: 01/27/17 21:18:00 [ SQL ]
# Data settings:	MODEL	TYPE	NAME	LINEID	POINT	ORIGIN	ANGLE	CLASS
# Query ran: <SELECT * FROM TRACKASSEMBLY_PIECES ORDER BY TYPE ASC, NAME ASC, MODEL ASC, LINEID ASC;>
TRACKASSEMBLY_PIECES	"models/props_phx/misc/small_ramp.mdl"	"PHX Road"	"Small Ramp"	1	"NULL"	"-284.589, -3.599976, -1.672"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/misc/small_ramp.mdl"	"PHX Road"	"Small Ramp"	2	"NULL"	" 312.608, -3.599976, 236.11"	"@-45,0,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_angle180.mdl"	"PHX Tubes Miscellaneous"	"Glass Angle180"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_angle180.mdl"	"PHX Tubes Miscellaneous"	"Glass Angle180"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_angle360.mdl"	"PHX Tubes Miscellaneous"	"Glass Angle360"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_angle360.mdl"	"PHX Tubes Miscellaneous"	"Glass Angle360"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_angle90.mdl"	"PHX Tubes Miscellaneous"	"Glass Angle90"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_angle90.mdl"	"PHX Tubes Miscellaneous"	"Glass Angle90"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve180x1.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve180x1"	1	"NULL"	"31.222,33.667,47.543"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve180x1.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve180x1"	2	"NULL"	"31.222,33.667,0.093"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve180x2"	1	"NULL"	"31.222,33.668,94.993"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve180x2"	2	"NULL"	"31.222,33.667,0.093"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve360x1.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve360x1"	1	"NULL"	"0.02,0,47.538"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve360x1.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve360x1"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve360x2"	1	"NULL"	"0.02,0,95.076"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve360x2"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve90x1.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve90x1"	1	"NULL"	"31.246,33.667,47.541"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve90x1.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve90x1"	2	"NULL"	"31.222,33.69,0.095"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve90x2.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve90x2"	1	"NULL"	"31.246,33.667,95.083"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_curve90x2.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve90x2"	2	"NULL"	"31.241,33.671,0.183"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_dome180.mdl"	"PHX Tubes Miscellaneous"	"Glass Dome180"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_dome360.mdl"	"PHX Tubes Miscellaneous"	"Glass Dome360"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/glass/glass_dome90.mdl"	"PHX Tubes Miscellaneous"	"Glass Dome90"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_angle180.mdl"	"PHX Tubes Miscellaneous"	"Metal Angle180"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_angle180.mdl"	"PHX Tubes Miscellaneous"	"Metal Angle180"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_angle360.mdl"	"PHX Tubes Miscellaneous"	"Metal Angle360"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_angle360.mdl"	"PHX Tubes Miscellaneous"	"Metal Angle360"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_angle90.mdl"	"PHX Tubes Miscellaneous"	"Metal Angle90"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_angle90.mdl"	"PHX Tubes Miscellaneous"	"Metal Angle90"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_dome180.mdl"	"PHX Tubes Miscellaneous"	"Metal Dome180"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_dome360.mdl"	"PHX Tubes Miscellaneous"	"Metal Dome360"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_dome90.mdl"	"PHX Tubes Miscellaneous"	"Metal Dome90"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve"	1	"NULL"	"31.246,33.667,47.541"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve"	2	"NULL"	"31.222,33.69,0.095"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve180.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve180"	1	"NULL"	"0.02,0,47.538"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve180.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve180"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve180x2"	1	"NULL"	"0.02,0,95.081"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve180x2"	2	"NULL"	"0.02,0,0.089"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve2x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve2x2"	1	"NULL"	"31.246,33.667,95.083"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve2x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve2x2"	2	"NULL"	"31.241,33.671,0.183"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve360.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve360"	1	"NULL"	"0.02,0,47.538"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve360.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve360"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve360x2"	1	"NULL"	"0.02,0,95.076"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_plate_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve360x2"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle180x1.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle180x1"	1	"NULL"	"31.222,33.667,47.543"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle180x1.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle180x1"	2	"NULL"	"31.222,33.667,0.093"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle180x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle180x2"	1	"NULL"	"31.222,33.668,94.993"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle180x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle180x2"	2	"NULL"	"31.222,33.667,0.093"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle360x1.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle360x1"	1	"NULL"	"0.02,0,47.538"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle360x1.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle360x1"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle360x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle360x2"	1	"NULL"	"0.02,0,95.076"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle360x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle360x2"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle90x1.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle90x1"	1	"NULL"	"31.246,33.667,47.541"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle90x1.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle90x1"	2	"NULL"	"31.222,33.69,0.095"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle90x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle90x2"	1	"NULL"	"31.246,33.667,95.083"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/metal_wire_angle90x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle90x2"	2	"NULL"	"31.241,33.671,0.183"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_angle180.mdl"	"PHX Tubes Miscellaneous"	"Window Angle180"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_angle180.mdl"	"PHX Tubes Miscellaneous"	"Window Angle180"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_angle360.mdl"	"PHX Tubes Miscellaneous"	"Window Angle360"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_angle360.mdl"	"PHX Tubes Miscellaneous"	"Window Angle360"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_angle90.mdl"	"PHX Tubes Miscellaneous"	"Window Angle90"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_angle90.mdl"	"PHX Tubes Miscellaneous"	"Window Angle90"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve180x1.mdl"	"PHX Tubes Miscellaneous"	"Window Curve180x1"	1	"NULL"	"31.222,33.667,47.543"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve180x1.mdl"	"PHX Tubes Miscellaneous"	"Window Curve180x1"	2	"NULL"	"31.222,33.667,0.093"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Window Curve180x2"	1	"NULL"	"31.222,33.668,94.993"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Window Curve180x2"	2	"NULL"	"31.222,33.667,0.093"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve360x1.mdl"	"PHX Tubes Miscellaneous"	"Window Curve360x1"	1	"NULL"	"0.02,0,47.538"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve360x1.mdl"	"PHX Tubes Miscellaneous"	"Window Curve360x1"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Window Curve360x2"	1	"NULL"	"0.02,0,95.076"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Window Curve360x2"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve90x1.mdl"	"PHX Tubes Miscellaneous"	"Window Curve90x1"	1	"NULL"	"31.246,33.667,47.541"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve90x1.mdl"	"PHX Tubes Miscellaneous"	"Window Curve90x1"	2	"NULL"	"31.222,33.69,0.095"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve90x2.mdl"	"PHX Tubes Miscellaneous"	"Window Curve90x2"	1	"NULL"	"31.246,33.667,95.083"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_curve90x2.mdl"	"PHX Tubes Miscellaneous"	"Window Curve90x2"	2	"NULL"	"31.241,33.671,0.183"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_dome180.mdl"	"PHX Tubes Miscellaneous"	"Window Dome180"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_dome360.mdl"	"PHX Tubes Miscellaneous"	"Window Dome360"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/windows/window_dome90.mdl"	"PHX Tubes Miscellaneous"	"Window Dome90"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_angle180.mdl"	"PHX Tubes Miscellaneous"	"Wood Angle180"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_angle180.mdl"	"PHX Tubes Miscellaneous"	"Wood Angle180"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_angle360.mdl"	"PHX Tubes Miscellaneous"	"Wood Angle360"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_angle360.mdl"	"PHX Tubes Miscellaneous"	"Wood Angle360"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_angle90.mdl"	"PHX Tubes Miscellaneous"	"Wood Angle90"	1	"NULL"	"-0.001,0,3.258"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_angle90.mdl"	"PHX Tubes Miscellaneous"	"Wood Angle90"	2	"NULL"	"-0.001,0,0.255"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve180x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve180x1"	1	"NULL"	"0.02,0,47.538"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve180x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve180x1"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve180x2"	1	"NULL"	"0.02,0,95.081"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve180x2"	2	"NULL"	"0.02,0,0.089"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve360x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve360x1"	1	"NULL"	"0.02,0,47.538"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve360x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve360x1"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve360x2"	1	"NULL"	"0.02,0,95.076"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve360x2"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve90x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve90x1"	1	"NULL"	"0.02,0,47.541"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve90x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve90x1"	2	"NULL"	"0.02,0, 0.095"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve90x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve90x2"	1	"NULL"	"0.02,0,95.083"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_curve90x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve90x2"	2	"NULL"	"0.02,0, 0.183"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_dome180.mdl"	"PHX Tubes Miscellaneous"	"Wood Dome180"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_dome360.mdl"	"PHX Tubes Miscellaneous"	"Wood Dome360"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_dome90.mdl"	"PHX Tubes Miscellaneous"	"Wood Dome90"	1	"NULL"	"0,0,0.025"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle180x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle180x1"	1	"NULL"	"31.222,33.667,47.543"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle180x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle180x1"	2	"NULL"	"31.222,33.667,0.093"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle180x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle180x2"	1	"NULL"	"31.222,33.668,94.993"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle180x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle180x2"	2	"NULL"	"31.222,33.667,0.093"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle360x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle360x1"	1	"NULL"	"0.02,0,47.538"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle360x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle360x1"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle360x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle360x2"	1	"NULL"	"0.02,0,95.076"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle360x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle360x2"	2	"NULL"	"0.02,0,0.089"	"@90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle90x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle90x1"	1	"NULL"	"31.246,33.667,47.541"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle90x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle90x1"	2	"NULL"	"31.222,33.69,0.095"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle90x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle90x2"	1	"NULL"	"31.246,33.667,95.083"	"@-90,0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/props_phx/construct/wood/wood_wire_angle90x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle90x2"	2	"NULL"	"31.241,33.671,0.183"	"@90,-180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle2x2.mdl"	"PHX Tubes Plastic"	"Circle2x2"	1	"NULL"	"0,0, 1.5"	"@-90,  0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle2x2.mdl"	"PHX Tubes Plastic"	"Circle2x2"	2	"NULL"	"0,0,-1.5"	"@ 90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle2x2b.mdl"	"PHX Tubes Plastic"	"Circle2x2b"	1	"NULL"	"0,0, 1.5"	"@-90,  0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle2x2b.mdl"	"PHX Tubes Plastic"	"Circle2x2b"	2	"NULL"	"0,0,-1.5"	"@ 90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle2x2c.mdl"	"PHX Tubes Plastic"	"Circle2x2c"	1	"NULL"	"0,0, 1.5"	"@-90,  0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle2x2c.mdl"	"PHX Tubes Plastic"	"Circle2x2c"	2	"NULL"	"0,0,-1.5"	"@ 90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle2x2d.mdl"	"PHX Tubes Plastic"	"Circle2x2d"	1	"NULL"	"0,0, 1.5"	"@-90,  0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle2x2d.mdl"	"PHX Tubes Plastic"	"Circle2x2d"	2	"NULL"	"0,0,-1.5"	"@ 90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle4x4.mdl"	"PHX Tubes Plastic"	"Circle4x4"	1	"NULL"	"0,0, 1.5"	"@-90,  0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle4x4.mdl"	"PHX Tubes Plastic"	"Circle4x4"	2	"NULL"	"0,0,-1.5"	"@ 90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle4x4b.mdl"	"PHX Tubes Plastic"	"Circle4x4b"	1	"NULL"	"0,0, 1.5"	"@-90,  0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle4x4b.mdl"	"PHX Tubes Plastic"	"Circle4x4b"	2	"NULL"	"0,0,-1.5"	"@ 90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle4x4c.mdl"	"PHX Tubes Plastic"	"Circle4x4c"	1	"NULL"	"0,0, 1.5"	"@-90,  0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle4x4c.mdl"	"PHX Tubes Plastic"	"Circle4x4c"	2	"NULL"	"0,0,-1.5"	"@ 90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle4x4d.mdl"	"PHX Tubes Plastic"	"Circle4x4d"	1	"NULL"	"0,0, 1.5"	"@-90,  0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/tubes/circle4x4d.mdl"	"PHX Tubes Plastic"	"Circle4x4d"	2	"NULL"	"0,0,-1.5"	"@ 90,180,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/plates/platehole1x1.mdl"	"PHX Tubes Plastic"	"Platehole1x1"	1	"NULL"	"0,0, 1.5"	"@-90,  0,180"	"NULL"
TRACKASSEMBLY_PIECES	"models/hunter/plates/platehole1x1.mdl"	"PHX Tubes Plastic"	"Platehole1x1"	2	"NULL"	"0,0,-1.5"	"@ 90,180,180"	"NULL"
